source_relative_path,bytes,sha256,role,not_in_git_reason,rebuildable,current_local_location,future_storage
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/本轮授权前控制快照/经验.md,7777,bdeafdc9593fddd7118dbc34c97535d2b212ec214a9c927b81cacf0f55af2805,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\本轮授权前控制快照\经验.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/本轮授权前控制快照/记录索引.md,39819,ab6fe8d51f73dd0a191aa8fb0527fc8f551dc8ada468bae669df7e5546ffd50d,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\本轮授权前控制快照\记录索引.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/清单原字节/00-任务状态.md,1003,b2c5129a38416b3b63d0fca27210a80bc49e07505500443d7b4a88c15c502fe2,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\清单原字节\00-任务状态.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/清单原字节/决策记录.md,56885,798ca9c00cdd5ae1bd672c62c393d516d2d0bb519faf110e0d9b1801cc1b9165,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\清单原字节\决策记录.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/清单原字节/方法库查阅记录.md,32316,e51b3cf1bfecfe1e31237c58e3faa9aa437de8ee31416a6ced4f7530c809d8c6,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\清单原字节\方法库查阅记录.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/清单原字节/经验.md,6349,70cafbbd2ed412c7d7e1466891c37eb7d9befa791ba48941bb9bc19d3da01b88,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\清单原字节\经验.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/冻结证据补充/清单原字节/记录索引.md,37251,d1ec174decedf6165c83b8c6549d7c8747c1136cad2d3115ac204e9865075cfa,正文、代码、配置、结果、索引或必要证据,未被精简映射选为关键原件，或信息已由阶段记录/哈希/当前版本覆盖,视文件而定,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\冻结证据补充\清单原字节\记录索引.md,管理员按需补充
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-01.jpg,294273,fb50921759e24a35ac5ed4e215d4b7c6141c5fbec1ff845aed131511a54e2e94,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-01.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-02.jpg,279542,b0886651557f37e429bd614cc466323b2d157ee565cf9c1510b1fffe9f1b710f,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-02.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-03.jpg,285551,2d5f00048c0862497e496196714eddbe01f884ada275c71394032ba6709c1c5c,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-03.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-04.jpg,165482,cd2678956f856f1559077b35a19d42b75652aebe2980600c936823cbe8dd6254,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-04.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-05.jpg,157012,672901317be348af6dc308abe85ce531ebc7a9f1f95c3ab41f192e91057ebe87,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-05.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-06.jpg,184653,d403b18ebaa4c88653c128cac4c61be2d7fac22d159ea320b4d654b0ae4f9d84,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-06.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-07.jpg,182531,8a9c7159917702ef9356c37038dda1cb1b6a1ceb62f1eea4e3568d51f944a625,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-07.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-08.jpg,228168,cbba8dcbc70d18f77d41cad6163afd538d6750ac87bb6bc189cb417752837bb8,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-08.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-09.jpg,166462,0770c863dc4a970c07d8f29f685f8a60389558bd072f06b1f60b3f51b111cf3f,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-09.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-10.jpg,215681,6a4802054815dab205420eca0d29f9d776c1559030c63c6ebfedbc0b0ba2191a,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-10.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-11.jpg,182804,bab5a7548316f93dec651aa12bb0219d7218fc98f037bcc1d160cff98a5c2dc8,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-11.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-12.jpg,207808,2d8c0f5a361dcbc14e54a62b8ce28a36e5f3b4a78ee5b61e717eaf8836f4bde7,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-12.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-13.jpg,233710,84461f8f02acbbf495661e7a6c9c4344bf29d075e038757eb378578403436dae,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-13.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-14.jpg,200322,53a2795685ebdcd99887fa0c188214cada82d1d0a6f18ee5d3f9c8991f59616b,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-14.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-15.jpg,239497,95542d6123faefe7a18f4beb63660d7d95b0754ccc51bcc4887a57488570b1af,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-15.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-16.jpg,211094,170a8d84426e1cdf4aa3a19779cb01eee510d90e60d328088c3d2d14463be1ee,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-16.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-17.jpg,181431,c50a5814fb4e55b0abaea7983d9a5a68c1ef39bfe26c301dd4b3a8ad8c549931,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-17.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-18.jpg,173525,86db8b9312f66ed608d4071910d06d6929e9f12474b3a20421d0c5ecb109ada6,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-18.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-19.jpg,155046,7fdd12715c63db8e0f8811c40309c6994b0813f589c170634270d8b9b11f65bb,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-19.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-20.jpg,205659,d819d1dd1ba12e37d2cf978fe8f5524844c551e64d72a79fe5de334a0440f862,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-20.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-21.jpg,172602,be3291f585b79fe95fa2493c0c31ad15d4bbc397e66470a235d6d2d50b4e2e51,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-21.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-22.jpg,199668,1b6b7a033fab723033a95a039edaf43cddd1256b60e6f9d0a653441a44f6f6cc,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-22.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-23.jpg,165256,a5ba35194a14f128d221c279bb0009d1335d20f94b5f1210d30dc9b52af3e5bc,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-23.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-24.jpg,222274,316b061717557f251af71d8665b25e18cbd7af0c60d2d133e28818c1ee49be42,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-24.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-25.jpg,196896,947ffc0dbf162cab0ebb0730f8eea3bf602866b5e9f5de0fa2092c641fb2139c,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-25.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-26.jpg,188271,a09378cd31079f1cd8af1bf2faa03066265dc864133768dd765c63d9a1144ea4,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-26.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-27.jpg,187449,f9f8c4cb7ab07b000d09b9e78bb6f6a914e04169809a1ce5f4397082f7e42db6,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-27.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-28.jpg,115180,9c90165aa3f9e8d715b180d16827055e2561364acf361d2276e2465f3f734983,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-28.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-29.jpg,187147,26e75d9402d58fc0f51d8efaccf066397a0efe24862dad574400374638ba8776,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-29.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-30.jpg,207010,d27df79b75c779bebe82ff5e42563d1622a058cf7c5e754e04c606a75df82dcb,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-30.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-31.jpg,210528,5d217e9ecee2d4e1a1cf2707d8587fc88e6b527178dfe5f4ca3683a5e978e4c6,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-31.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-32.jpg,115434,a0e9d2c86db1829cd8648f5f5d9b825182d84212ee20050192e2eb3622fb7241,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-32.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-33.jpg,137751,3ffcbe756144d00494a6c0e21008539983a810740c304cb4fa713311984420bd,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-33.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-34.jpg,151829,f040c1279b118c40e48a19ca0cc66c9b7e3f02108e862b024d68d751be281476,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-34.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-35.jpg,119458,2ba5c460600479d1835cf8b789761c32b66e674bd4b5b2ecd260bcfe1af14022,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-35.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-36.jpg,131573,9fea3f0b5cca2bdad9e3f6845163fbc001636ec1c8a5d777906d317244edd4b1,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-36.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-37.jpg,110228,8628abb599cafe28022b85beeec018afa35f8bffd6d7a05f12482ed094dcba7e,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-37.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-38.jpg,134032,2f4aea07dee4ea2e786f74e15ee8229ba54882e66bdeeea01081b616b68d702b,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-38.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-39.jpg,87323,0020fd3196588926f68452ba9da90f4991dd9757e05337f2d6b04c6e893754a8,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-39.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-40.jpg,126721,d85f0d1e204ea1c72056a035117ba37049bb0cda7095d2cedb2c1eacd0207759,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-40.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-41.jpg,143911,dedd9cf817d963490a3baf917d8844767a988bbac6c0b5bc32ce933f37235c92,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-41.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-42.jpg,138048,826eb5cc0139ce73b8b9dd9954ee169889abbc6be36ee9b9f2d8d2dee75b695f,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-42.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-43.jpg,125046,1944d4f8374fa20c973ac9746887355986653181a28787d2b402db5e7f263320,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-43.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-44.jpg,118224,aa281530d24a22c0d04c15a6ac611bc1195153edd35e159f1f86746ff9001ec6,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-44.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-45.jpg,140800,497b01a50eac742d236f33f8b992a5c8b4a77b5e0e98bd13e54871859124f556,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-45.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-46.jpg,104735,5188561fb6dc28c0f07c8f4b23b990b236c7ea9ebce6426be7da401763354576,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-46.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-47.jpg,128306,b97b6d1b5d868a5c85fd99d07dca8da5f896086b06672961a7b498d6fa9d416d,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-47.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-48.jpg,112018,afe72211d0443b6ec8f56dda04315399e3b39ef638330b15574372f3283e7c5c,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-48.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-49.jpg,88778,c58981191a65910fb64f16e3b9977fe3b66af39ce8d6fa714994b057aca56ccb,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-49.jpg,管理员许可后再决定
工作记录/揭晓后对照/首次正确性核查-v001/参考论文/A0127/page-50.jpg,124616,fd36abcc8dc981e3fe34d27b05f7ecff009595f92c98ef6aeb918a3ab9542f78,第三方或官方外部材料；默认只归档链接、页码、哈希和本方分析,第三方或官方材料再分发许可未确认,否；本方分析可用官方链接复核,C:\Users\admin\OneDrive\Desktop\26国赛-单题盲解区\A-P8C3\工作记录\揭晓后对照\首次正确性核查-v001\参考论文\A0127\page-50.jpg,管理员许可后再决定
