rank,inspect_components,inspect_semis,dismantle_semis,inspect_final,dismantle_final,semi_expected_costs,semi_output_good_probabilities,pass_probability_per_final_assembly,expected_fulfillment_cost,expected_profit
1580,00110000,111,000,0,0,"[51.51653711324493, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.2005622449152,26.799437755084796
1581,00110001,111,000,0,0,"[51.51653711324493, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.2005622449152,26.799437755084796
1582,10000100,111,000,0,0,"[48.46822130772747, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.2005622449152,26.799437755084796
1583,10000101,111,000,0,0,"[48.46822130772747, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.2005622449152,26.799437755084796
1584,11011111,101,000,0,0,"[46.09053497942386, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,173.21952954326062,26.78047045673938
1585,11111011,011,000,0,0,"[36.888888888888886, 46.09053497942386, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,173.21952954326062,26.78047045673938
1586,00110010,111,000,1,0,"[51.51653711324493, 48.46822130772747, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.28896340327523,26.711036596724767
1587,10000110,111,000,1,0,"[48.46822130772747, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.28896340327523,26.711036596724767
1588,00010011,111,000,1,0,"[51.821368693796664, 48.46822130772747, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.35331673694725,26.64668326305275
1589,10000011,111,000,1,0,"[48.46822130772747, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.35331673694725,26.64668326305275
1590,00101111,111,000,1,0,"[51.51653711324493, 48.83401920438958, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.42105708818102,26.578942911818984
1591,01100111,111,000,1,0,"[48.83401920438958, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.42105708818102,26.578942911818984
1592,01001100,111,000,1,0,"[49.38271604938271, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.45831428135952,26.54168571864048
1593,01001101,111,000,1,0,"[49.38271604938271, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.45831428135952,26.54168571864048
1594,01101000,111,000,1,0,"[48.83401920438958, 49.38271604938271, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.45831428135952,26.54168571864048
1595,01101001,111,000,1,0,"[48.83401920438958, 49.38271604938271, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.45831428135952,26.54168571864048
1596,10011111,101,001,0,0,"[48.46822130772747, 36.888888888888886, 39.55555555555556]","[1.0, 0.9, 1.0]",0.81,173.47242685453318,26.527573145466818
1597,10011111,110,010,0,0,"[48.46822130772747, 42.888888888888886, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.47242685453318,26.527573145466818
1598,11110011,011,001,0,0,"[36.888888888888886, 48.46822130772747, 39.55555555555556]","[0.9, 1.0, 1.0]",0.81,173.47242685453318,26.527573145466818
1599,11110011,110,100,0,0,"[42.888888888888886, 48.46822130772747, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.47242685453318,26.527573145466818
1600,11011110,101,000,0,0,"[46.09053497942386, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,173.52436112381238,26.475638876187617
1601,11111010,011,000,0,0,"[36.888888888888886, 46.09053497942386, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,173.52436112381238,26.475638876187617
1602,00010000,111,000,0,0,"[51.821368693796664, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.5392640010838,26.460735998916192
1603,00010001,111,000,0,0,"[51.821368693796664, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.5392640010838,26.460735998916192
1604,10000000,111,000,0,0,"[48.46822130772747, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.5392640010838,26.460735998916192
1605,10000001,111,000,0,0,"[48.46822130772747, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.5392640010838,26.460735998916192
1606,00101100,111,000,0,0,"[51.51653711324493, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.60700435231757,26.392995647682426
1607,00101101,111,000,0,0,"[51.51653711324493, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.60700435231757,26.392995647682426
1608,01100100,111,000,0,0,"[48.83401920438958, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.60700435231757,26.392995647682426
1609,01100101,111,000,0,0,"[48.83401920438958, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.60700435231757,26.392995647682426
1610,10111111,101,000,1,0,"[48.01097393689986, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,173.6151331944656,26.384866805534386
1611,11110111,011,000,1,0,"[36.888888888888886, 48.01097393689986, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,173.6151331944656,26.384866805534386
1612,00010010,111,000,1,0,"[51.821368693796664, 48.46822130772747, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.6276651594438,26.372334840556192
1613,10000010,111,000,1,0,"[48.46822130772747, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.6276651594438,26.372334840556192
1614,11011111,110,000,0,0,"[46.09053497942386, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.67677691408826,26.323223085911735
1615,11111011,110,000,0,0,"[45.432098765432094, 46.09053497942386, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.67677691408826,26.323223085911735
1616,00101110,111,000,1,0,"[51.51653711324493, 48.83401920438958, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.69540551067757,26.304594489322426
1617,01100110,111,000,1,0,"[48.83401920438958, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,173.69540551067757,26.304594489322426
1618,00001111,111,000,1,0,"[51.821368693796664, 48.83401920438958, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.7597588443496,26.24024115565041
1619,01100011,111,000,1,0,"[48.83401920438958, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,173.7597588443496,26.24024115565041
1620,11011100,101,000,1,0,"[46.09053497942386, 36.888888888888886, 43.8957475994513]","[1.0, 0.9, 1.0]",0.81,173.91996477501732,26.08003522498268
1621,11111000,011,000,1,0,"[36.888888888888886, 46.09053497942386, 43.8957475994513]","[0.9, 1.0, 1.0]",0.81,173.91996477501732,26.08003522498268
1622,10111110,101,000,1,0,"[48.01097393689986, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,173.91996477501735,26.08003522498265
1623,11011101,101,000,1,0,"[46.09053497942386, 36.888888888888886, 43.895747599451305]","[1.0, 0.9, 1.0]",0.81,173.91996477501735,26.08003522498265
1624,11110110,011,000,1,0,"[36.888888888888886, 48.01097393689986, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,173.91996477501735,26.08003522498265
1625,11111001,011,000,1,0,"[36.888888888888886, 46.09053497942386, 43.895747599451305]","[0.9, 1.0, 1.0]",0.81,173.91996477501735,26.08003522498265
1626,01111111,101,001,0,0,"[48.83401920438958, 36.888888888888886, 39.55555555555556]","[1.0, 0.9, 1.0]",0.81,173.92402919609137,26.075970803908632
1627,01111111,110,010,0,0,"[48.83401920438958, 42.888888888888886, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.92402919609137,26.075970803908632
1628,11101111,011,001,0,0,"[36.888888888888886, 48.83401920438958, 39.55555555555556]","[0.9, 1.0, 1.0]",0.81,173.92402919609137,26.075970803908632
1629,11101111,110,100,0,0,"[42.888888888888886, 48.83401920438958, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,173.92402919609137,26.075970803908632
1630,00001100,111,000,0,0,"[51.821368693796664, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.94570610848615,26.05429389151385
1631,00001101,111,000,0,0,"[51.821368693796664, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.94570610848615,26.05429389151385
1632,01100000,111,000,0,0,"[48.83401920438958, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,173.94570610848615,26.05429389151385
1633,01100001,111,000,0,0,"[48.83401920438958, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,173.94570610848615,26.05429389151385
1634,00100111,111,001,1,0,"[51.51653711324493, 51.51653711324493, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,173.9873664244949,26.012633575505106
1635,00101011,111,000,1,0,"[51.51653711324493, 49.38271604938271, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.03072024928449,25.969279750715515
1636,01000111,111,000,1,0,"[49.38271604938271, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.03072024928449,25.969279750715515
1637,00001110,111,000,1,0,"[51.821368693796664, 48.83401920438958, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.03410726684618,25.965892733153822
1638,01100010,111,000,1,0,"[48.83401920438958, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.03410726684618,25.965892733153822
1639,01001000,111,000,1,0,"[49.38271604938271, 49.38271604938271, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.067977442463,25.93202255753701
1640,01001001,111,000,1,0,"[49.38271604938271, 49.38271604938271, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.06797744246302,25.932022557536982
1641,10111111,110,000,1,0,"[48.01097393689986, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.0723805652932,25.9276194347068
1642,11110111,110,000,1,0,"[45.432098765432094, 48.01097393689986, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.0723805652932,25.9276194347068
1643,00100111,111,000,0,0,"[51.51653711324493, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.1794103202425,25.82058967975749
1644,10011111,101,000,1,0,"[48.46822130772747, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,174.17963612141327,25.820363878586733
1645,11110011,011,000,1,0,"[36.888888888888886, 48.46822130772747, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,174.17963612141327,25.820363878586733
1646,00101000,111,000,0,0,"[51.51653711324493, 49.38271604938271, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.21666751342102,25.783332486578985
1647,00101001,111,000,0,0,"[51.51653711324493, 49.38271604938271, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.21666751342102,25.783332486578985
1648,01000100,111,000,0,0,"[49.38271604938271, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.21666751342102,25.783332486578985
1649,01000101,111,000,0,0,"[49.38271604938271, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.21666751342102,25.783332486578985
1650,00101010,111,000,1,0,"[51.51653711324493, 49.38271604938271, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.30506867178104,25.694931328218956
1651,01000110,111,000,1,0,"[49.38271604938271, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.30506867178104,25.694931328218956
1652,00000111,111,001,1,0,"[51.821368693796664, 51.51653711324493, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,174.3260681806635,25.673931819336502
1653,00100011,111,001,1,0,"[51.51653711324493, 51.821368693796664, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,174.3260681806635,25.673931819336502
1654,00001011,111,000,1,0,"[51.821368693796664, 49.38271604938271, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.36942200545306,25.63057799454694
1655,01000011,111,000,1,0,"[49.38271604938271, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.36942200545306,25.63057799454694
1656,00100110,111,000,0,0,"[51.51653711324493, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.45375874273907,25.54624125726093
1657,10011110,101,000,1,0,"[48.46822130772747, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,174.484467701965,25.515532298034998
1658,11110010,011,000,1,0,"[36.888888888888886, 48.46822130772747, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,174.484467701965,25.515532298034998
1659,11011011,110,000,0,0,"[46.09053497942386, 46.09053497942386, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.48966112889292,25.51033887110708
1660,00000111,111,000,0,0,"[51.821368693796664, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.5181120764111,25.481887923588914
1661,00100011,111,000,0,0,"[51.51653711324493, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.5181120764111,25.481887923588914
1662,00001000,111,000,0,0,"[51.821368693796664, 49.38271604938271, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.55536926958962,25.44463073041038
1663,01000000,111,000,0,0,"[49.38271604938271, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.55536926958962,25.44463073041038
1664,00001001,111,000,0,0,"[51.821368693796664, 49.38271604938271, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.55536926958965,25.444630730410353
1665,01000001,111,000,0,0,"[49.38271604938271, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.55536926958965,25.444630730410353
1666,01011111,101,001,0,0,"[49.38271604938271, 36.888888888888886, 39.55555555555556]","[1.0, 0.9, 1.0]",0.81,174.60143270842855,25.398567291571453
1667,01011111,110,010,0,0,"[49.38271604938271, 42.888888888888886, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.60143270842855,25.398567291571453
1668,11101011,011,001,0,0,"[36.888888888888886, 49.38271604938271, 39.55555555555556]","[0.9, 1.0, 1.0]",0.81,174.60143270842855,25.398567291571453
1669,11101011,110,100,0,0,"[42.888888888888886, 49.38271604938271, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.60143270842855,25.398567291571453
1670,01111111,101,000,1,0,"[48.83401920438958, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,174.63123846297142,25.368761537028576
1671,11101111,011,000,1,0,"[36.888888888888886, 48.83401920438958, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,174.63123846297142,25.368761537028576
1672,10011111,110,000,1,0,"[48.46822130772747, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.63688349224088,25.363116507759116
1673,11110011,110,000,1,0,"[45.432098765432094, 48.46822130772747, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.63688349224088,25.363116507759116
1674,00001010,111,000,1,0,"[51.821368693796664, 49.38271604938271, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.64377042794962,25.35622957205038
1675,01000010,111,000,1,0,"[49.38271604938271, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.64377042794962,25.35622957205038
1676,00000011,111,001,1,0,"[51.821368693796664, 51.821368693796664, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,174.6647699368321,25.3352300631679
1677,11111111,001,001,1,0,"[36.888888888888886, 36.888888888888886, 39.55555555555556]","[0.9, 0.9, 1.0]",0.7290000000000001,174.66849565614996,25.331504343850042
1678,11111111,010,010,1,0,"[36.888888888888886, 42.888888888888886, 33.55555555555556]","[0.9, 1.0, 0.9]",0.7290000000000001,174.66849565614996,25.331504343850042
1679,11111111,100,100,1,0,"[42.888888888888886, 36.888888888888886, 33.55555555555556]","[1.0, 0.9, 0.9]",0.7290000000000001,174.66849565614996,25.331504343850042
1680,00000110,111,000,0,0,"[51.821368693796664, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.79246049890767,25.207539501092327
1681,00100010,111,000,0,0,"[51.51653711324493, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,174.79246049890767,25.207539501092327
1682,00000011,111,000,0,0,"[51.821368693796664, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,174.8568138325797,25.14318616742031
1683,10111011,110,000,1,0,"[48.01097393689986, 46.09053497942386, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.88526478009786,25.114735219902144
1684,11010111,110,000,1,0,"[46.09053497942386, 48.01097393689986, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,174.88526478009786,25.114735219902144
1685,00110100,111,000,1,0,"[51.51653711324493, 48.01097393689986, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.91473183288454,25.08526816711546
1686,10100100,111,000,1,0,"[48.01097393689986, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,174.91473183288454,25.08526816711546
1687,00110101,111,000,1,0,"[51.51653711324493, 48.01097393689986, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.91473183288457,25.08526816711543
1688,10100101,111,000,1,0,"[48.01097393689986, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,174.91473183288457,25.08526816711543
1689,01111110,101,000,1,0,"[48.83401920438958, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,174.93607004352316,25.06392995647684
1690,11101110,011,000,1,0,"[36.888888888888886, 48.83401920438958, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,174.93607004352316,25.06392995647684
1691,11111100,011,000,0,0,"[36.888888888888886, 45.432098765432094, 43.8957475994513]","[0.9, 1.0, 1.0]",0.81,175.08238920218798,24.917610797812017
1692,11111100,101,000,0,0,"[45.432098765432094, 36.888888888888886, 43.8957475994513]","[1.0, 0.9, 1.0]",0.81,175.08238920218798,24.917610797812017
1693,11111101,011,000,0,0,"[36.888888888888886, 45.432098765432094, 43.895747599451305]","[0.9, 1.0, 1.0]",0.81,175.082389202188,24.91761079781199
1694,11111101,101,000,0,0,"[45.432098765432094, 36.888888888888886, 43.895747599451305]","[1.0, 0.9, 1.0]",0.81,175.082389202188,24.91761079781199
1695,01111111,110,000,1,0,"[48.83401920438958, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.08848583379904,24.91151416620096
1696,11101111,110,000,1,0,"[45.432098765432094, 48.83401920438958, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.08848583379904,24.91151416620096
1697,00000010,111,000,0,0,"[51.821368693796664, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,175.13116225507625,24.868837744923752
1698,00010100,111,000,1,0,"[51.821368693796664, 48.01097393689986, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.25343358905312,24.746566410946883
1699,00010101,111,000,1,0,"[51.821368693796664, 48.01097393689986, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.25343358905312,24.746566410946883
1700,10100000,111,000,1,0,"[48.01097393689986, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.25343358905312,24.746566410946883
1701,10100001,111,000,1,0,"[48.01097393689986, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.25343358905312,24.746566410946883
1702,00111111,101,001,1,0,"[51.51653711324493, 36.888888888888886, 39.55555555555556]","[1.0, 0.9, 1.0]",0.81,175.26047105887574,24.739528941124263
1703,00111111,110,010,1,0,"[51.51653711324493, 42.888888888888886, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.26047105887574,24.739528941124263
1704,11100111,011,001,1,0,"[36.888888888888886, 51.51653711324493, 39.55555555555556]","[0.9, 1.0, 1.0]",0.81,175.26047105887574,24.739528941124263
1705,11100111,110,100,1,0,"[42.888888888888886, 51.51653711324493, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.26047105887574,24.739528941124263
1706,01011111,101,000,1,0,"[49.38271604938271, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,175.30864197530863,24.691358024691368
1707,11101011,011,000,1,0,"[36.888888888888886, 49.38271604938271, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,175.30864197530863,24.691358024691368
1708,00110000,111,000,1,0,"[51.51653711324493, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.42278446713743,24.577215532862567
1709,00110001,111,000,1,0,"[51.51653711324493, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.42278446713743,24.577215532862567
1710,10000100,111,000,1,0,"[48.46822130772747, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.42278446713743,24.577215532862567
1711,10000101,111,000,1,0,"[48.46822130772747, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.42278446713743,24.577215532862567
1712,10011011,110,000,1,0,"[48.46822130772747, 46.09053497942386, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.4497677070455,24.55023229295449
1713,11010011,110,000,1,0,"[46.09053497942386, 48.46822130772747, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.4497677070455,24.55023229295449
1714,10111111,101,000,0,0,"[48.01097393689986, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,175.5904418364409,24.409558163559097
1715,11110111,011,000,0,0,"[36.888888888888886, 48.01097393689986, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,175.5904418364409,24.409558163559097
1716,01011110,101,000,1,0,"[49.38271604938271, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,175.61347355586034,24.386526444139662
1717,11101010,011,000,1,0,"[36.888888888888886, 49.38271604938271, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,175.61347355586034,24.386526444139662
1718,00011111,101,001,1,0,"[51.821368693796664, 36.888888888888886, 39.55555555555556]","[1.0, 0.9, 1.0]",0.81,175.63680634350752,24.363193656492484
1719,00011111,110,010,1,0,"[51.821368693796664, 42.888888888888886, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.63680634350752,24.363193656492484
1720,11100011,011,001,1,0,"[36.888888888888886, 51.821368693796664, 39.55555555555556]","[0.9, 1.0, 1.0]",0.81,175.63680634350752,24.363193656492484
1721,11100011,110,100,1,0,"[42.888888888888886, 51.821368693796664, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.63680634350752,24.363193656492484
1722,00010000,111,000,1,0,"[51.821368693796664, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.76148622330604,24.238513776693964
1723,00010001,111,000,1,0,"[51.821368693796664, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.76148622330604,24.238513776693964
1724,10000000,111,000,1,0,"[48.46822130772747, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.76148622330604,24.238513776693964
1725,10000001,111,000,1,0,"[48.46822130772747, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.76148622330604,24.238513776693964
1726,01011111,110,000,1,0,"[49.38271604938271, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.76588934613622,24.23411065386378
1727,11101011,110,000,1,0,"[45.432098765432094, 49.38271604938271, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.76588934613622,24.23411065386378
1728,00101100,111,000,1,0,"[51.51653711324493, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.82922657453977,24.170773425460226
1729,00101101,111,000,1,0,"[51.51653711324493, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.82922657453977,24.170773425460226
1730,01100100,111,000,1,0,"[48.83401920438958, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,175.82922657453977,24.170773425460226
1731,01100101,111,000,1,0,"[48.83401920438958, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,175.82922657453977,24.170773425460226
1732,11011100,101,000,0,0,"[46.09053497942386, 36.888888888888886, 43.8957475994513]","[1.0, 0.9, 1.0]",0.81,175.8952734169926,24.10472658300739
1733,11111000,011,000,0,0,"[36.888888888888886, 46.09053497942386, 43.8957475994513]","[0.9, 1.0, 1.0]",0.81,175.8952734169926,24.10472658300739
1734,10111110,101,000,0,0,"[48.01097393689986, 36.888888888888886, 41.9753086419753]","[1.0, 0.9, 1.0]",0.81,175.89527341699264,24.104726583007363
1735,11011101,101,000,0,0,"[46.09053497942386, 36.888888888888886, 43.895747599451305]","[1.0, 0.9, 1.0]",0.81,175.89527341699264,24.104726583007363
1736,11110110,011,000,0,0,"[36.888888888888886, 48.01097393689986, 41.9753086419753]","[0.9, 1.0, 1.0]",0.81,175.89527341699264,24.104726583007363
1737,11111001,011,000,0,0,"[36.888888888888886, 46.09053497942386, 43.895747599451305]","[0.9, 1.0, 1.0]",0.81,175.89527341699264,24.104726583007363
1738,01111011,110,000,1,0,"[48.83401920438958, 46.09053497942386, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.9013700486037,24.098629951396305
1739,11001111,110,000,1,0,"[46.09053497942386, 48.83401920438958, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,175.9013700486037,24.098629951396305
1740,10111111,110,000,0,0,"[48.01097393689986, 45.432098765432094, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,176.0476892072685,23.95231079273151
1741,11110111,110,000,0,0,"[45.432098765432094, 48.01097393689986, 33.55555555555556]","[1.0, 1.0, 0.9]",0.81,176.0476892072685,23.95231079273151
1742,10011111,101,000,0,0,"[48.46822130772747, 36.888888888888886, 41.7283950617284]","[1.0, 0.9, 1.0]",0.81,176.15494476338858,23.845055236611415
1743,11110011,011,000,0,0,"[36.888888888888886, 48.46822130772747, 41.7283950617284]","[0.9, 1.0, 1.0]",0.81,176.15494476338858,23.845055236611415
1744,00001100,111,000,1,0,"[51.821368693796664, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,176.16792833070838,23.832071669291622
1745,00001101,111,000,1,0,"[51.821368693796664, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,176.16792833070838,23.832071669291622
1746,01100000,111,000,1,0,"[48.83401920438958, 51.821368693796664, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,176.16792833070838,23.832071669291622
1747,01100001,111,000,1,0,"[48.83401920438958, 51.821368693796664, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,176.16792833070838,23.832071669291622
1748,10111100,101,000,1,0,"[48.01097393689986, 36.888888888888886, 43.8957475994513]","[1.0, 0.9, 1.0]",0.81,176.2908770681976,23.709122931802398
1749,10111101,101,000,1,0,"[48.01097393689986, 36.888888888888886, 43.895747599451305]","[1.0, 0.9, 1.0]",0.81,176.2908770681976,23.709122931802398
1750,11110100,011,000,1,0,"[36.888888888888886, 48.01097393689986, 43.8957475994513]","[0.9, 1.0, 1.0]",0.81,176.2908770681976,23.709122931802398
1751,11110101,011,000,1,0,"[36.888888888888886, 48.01097393689986, 43.895747599451305]","[0.9, 1.0, 1.0]",0.81,176.2908770681976,23.709122931802398
1752,00100111,111,000,1,0,"[51.51653711324493, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,176.4016325424647,23.59836745753529
